,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,9,0.001939089222107731,0.0007500389880935683,0.0013420778496928214,0.001939089222107731,0.0023180470065300085,0.002761461002902434,0.0032787277198492375,0.003880394254801199,0.004578273390783802,0.005385567726213056,0.007388973668563095,0.010029366096083169,0.013477392098442056,0.017941482048970146,0.023674579970746557,0.03098180092946687,0.04022910811579901
bravo    | p=0.7 | alpha=0.05,12,0.002177969360164532,0.0007499758828959653,0.0014443399493109454,0.002177969360164532,0.002655018763128501,0.003221500650118856,0.00389122580007753,0.004679619658310508,0.005603827129379877,0.006682809823359397,0.009390532888932792,0.012993674147644704,0.017715680488403097,0.023811633930319723,0.03156427905209025,0.041275754410062815,0.05325345987930837
bravo    | p=0.7 | alpha=0.05,14,0.0038121953343811994,0.0012989976289079618,0.002523620693316563,0.0038121953343811994,0.004645701563454557,0.0056305750131081635,0.006787988013709378,0.008140902570598655,0.009714007715712373,0.011533604979321481,0.016024424656490673,0.02184755833242409,0.029243741680341852,0.038442100242648644,0.0496346945462794,0.06294297693128047,0.07837592120820837
bravo    | p=0.7 | alpha=0.05,17,0.0026048145912498538,0.0007900129824011553,0.001652087492363096,0.0026048145912498538,0.0032371131590220197,0.003996186086082129,0.004901253387802617,0.005973138535705314,0.0072341259759763675,0.008707742428878423,0.012391245951173756,0.01722254318345521,0.0233897803467696,0.031044183767839323,0.040265920113328586,0.05102296916142755,0.06312566563239477
bravo    | p=0.7 | alpha=0.05,19,0.003834358367923753,0.001150696798448171,0.002427569375926403,0.003834358367923753,0.004763622278738877,0.005874061320333133,0.007190546000729091,0.008739081891011719,0.010546332289360565,0.012639007201229664,0.017783037834009554,0.02435349906148381,0.03247024861846409,0.04214735372981707,0.05324554135736134,0.06542651918530473,0.07811804602045014
bravo    | p=0.7 | alpha=0.05,22,0.0023753975042195307,0.0006343707697844471,0.0014407611936055448,0.0023753975042195307,0.003009534832879522,0.0037800659418183815,0.004707683925712592,0.00581414052034595,0.007121772121617268,0.008652881520214999,0.012469795577417645,0.01740949162484228,0.023551279921927747,0.03086598706537072,0.03917135970019951,0.04809464901374669,0.057053845748718426
bravo    | p=0.7 | alpha=0.05,25,0.001664802293900972,0.0003955904045482434,0.0009673251673889539,0.001664802293900972,0.0021510695472090426,0.0027520914491681245,0.0034870984656921672,0.004376480352030244,0.005441292451131352,0.0067025943613251504,0.009893712890163593,0.014082092900403683,0.019328903189254124,0.025577539251124087,0.03260807280197264,0.04000464042892594,0.04715043248356564
bravo    | p=0.7 | alpha=0.05,27,0.00242149210566532,0.0005692808890218487,0.001404426555974018,0.00242149210566532,0.003127843226254203,0.00399735013073018,0.005055217487667867,0.006327212042571552,0.007838695596615125,0.009613415813385075,0.01403060561868529,0.019676665990504532,0.026514049476389138,0.034311684995386026,0.0426031731118588,0.050680517118872705,0.05764179279080388
bravo    | p=0.7 | alpha=0.05,30,0.001487088609272399,0.00031100734598562055,0.0008261829955769502,0.001487088609272399,0.0019590300515820156,0.002550288075306958,0.00328141962658216,0.00417375790790169,0.005248588920682195,0.006526089195761045,0.009756254074085513,0.013949186569891489,0.019071742971439272,0.02491972738830575,0.03108260924663502,0.036945794377353194,0.041747864357177464
bravo    | p=0.7 | alpha=0.05,32,0.002085551355308536,0.0004315071393477073,0.0011565323923059404,0.002085551355308536,0.0027466196880744295,0.0035716428937769143,0.004586788599633021,0.005818179855568772,0.007290498669387977,0.009025276125874506,0.01334044365863077,0.018793064829971305,0.02522405090240634,0.032230711046491646,0.039152678492094646,0.04512346266033084,0.049200256394102276
bravo    | p=0.7 | alpha=0.05,35,0.001254824397013549,0.0002309160335804728,0.000666518983007504,0.001254824397013549,0.0016854527704228616,0.002232644487801806,0.00291726998407866,0.0037606109191784865,0.00478323559110525,0.006003574550157364,0.00909001793989652,0.013055464386188886,0.0177800051033099,0.022939020631197737,0.027992205070041912,0.032234266195649675,0.03491734056553802
