legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=1 | b=1 | critical_value=0.05891418457119467,7.707498512162242e-05,0.007784759717219358,0.0641480343456135,0.9999999999999994,0.9999999999999994,0.9999999999999998,0.9999999999999996,0.9999999999999996,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999992,0.9999999999999994,0.9999999999999996,0.9999999999999994,0.9999999999999994
max_sprt | alpha=0.5228165283203126,7.707498512162242e-05,0.007784759717219358,0.0641480343456135,0.14151174034263606,0.265482007522174,0.9999999999999998,0.9999999999999996,0.9999999999999996,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999992,0.9999999999999994,0.9999999999999996,0.9999999999999994,0.9999999999999994
bravo    | p=0.7 | alpha=1,2.827695484805502e-12,2.0400296042245893e-08,2.360037942477857e-06,1.84352858408612e-05,0.00011761150349589492,0.0006169791501670733,0.0026775705721904497,0.009666759267360736,0.029190412245296563,0.1594534677284344,0.4636393353999605,0.9999999999999992,0.9999999999999994,0.9999999999999996,0.9999999999999996,0.9999999999999996
bravo    | p=0.55 | alpha=0.577327392578125,7.707498512162242e-05,0.007784759717219358,0.0641480343456135,0.14151174034263606,0.265482007522174,0.4288987617665043,0.9999999999999996,0.9999999999999996,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999992,0.9999999999999994,0.9999999999999996,0.9999999999999994,0.9999999999999994
bravo    | p=0.52 | alpha=0.59464404296875,7.707498512162242e-05,0.007784759717219358,0.0641480343456135,0.14151174034263606,0.265482007522174,0.9999999999999998,0.9999999999999996,0.9999999999999996,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999992,0.9999999999999994,0.9999999999999996,0.9999999999999994,0.9999999999999994
clip     | alpha=0.605619384765625,3.6626284255479524e-05,0.004682669336004217,0.044570776510695055,0.10518210691303932,0.21024258837674786,0.9999999999999996,0.9999999999999994,0.9999999999999996,0.9999999999999992,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999994,0.9999999999999996,0.9999999999999994,0.9999999999999994
bravo_without_replacement | p=0.7 | alpha=1,7.602526158085012e-13,7.171980865555994e-09,9.790527533957813e-07,0.9999999999999996,0.9999999999999992,0.9999999999999996,0.9999999999999994,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999992,0.9999999999999994,0.9999999999999996,0.9999999999999994,0.9999999999999994
bravo_without_replacement | p=0.55 | alpha=0.332943115234375,3.6626284255479524e-05,0.004682669336004217,0.044570776510695055,0.9999999999999994,0.9999999999999992,0.9999999999999996,0.9999999999999994,0.9999999999999996,0.9999999999999992,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999994,0.9999999999999996,0.9999999999999994,0.9999999999999994
bravo_without_replacement | p=0.52 | alpha=0.3544669799804687,7.707498512162242e-05,0.007784759717219358,0.0641480343456135,0.9999999999999994,0.9999999999999994,0.9999999999999998,0.9999999999999996,0.9999999999999996,0.9999999999999992,0.9999999999999996,0.9999999999999996,0.9999999999999992,0.9999999999999994,0.9999999999999996,0.9999999999999994,0.9999999999999994
truncated_bayesian | a=1 | b=1 | critical_value=0.7917806466674805,3.6626284255479524e-05,0.004682669336004217,0.044570776510695055,0.10518210691303932,0.21024258837674786,0.3600358793334109,0.9999999999999994,0.9999999999999996,0.9999999999999992,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999994,0.9999999999999996,0.9999999999999994,0.9999999999999994
bayesian_with_replacement | a=1 | b=1 | critical_value=0.127899169929317,3.6626284255479524e-05,0.004682669336004217,0.044570776510695055,0.10518210691303932,0.21024258837674786,0.9999999999999996,0.9999999999999994,0.9999999999999996,0.9999999999999992,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999994,0.9999999999999996,0.9999999999999994,0.9999999999999994
